transaction_id,date,description,category,amount_lkr,transaction_type,notes
TXN0993,2026-12-20,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-23395.34,Debit,Petty cash fund replenishment
TXN1013,2026-12-20,Keells Super — Office Pantry,Petty Cash,-6966.23,Debit,Vendor invoice payment
TXN0926,2026-12-21,Invoice Payment — MAS Holdings,Sales Revenue,475591.74,Credit,Project milestone payment from MAS Holdings
TXN0982,2026-12-21,Freelancer Payment — Malith De Silva,Freelancer Fees,-35395.31,Debit,Contract work — Malith De Silva
TXN0997,2026-12-21,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-19939.59,Debit,Petty cash fund replenishment
TXN1006,2026-12-21,Fuel — Company Vehicle,Transport,-9389.44,Debit,Company vehicle fuel top-up
TXN1008,2026-12-21,Fuel — Company Vehicle,Transport,-9655.41,Debit,Company vehicle fuel top-up
TXN0947,2026-12-22,Photocopy & Binding — Reports,Office Supplies,-633.86,Debit,Petty cash expense
TXN1010,2026-12-22,Fuel — Company Vehicle,Transport,-3972.4,Debit,Company vehicle fuel top-up
TXN1004,2026-12-23,Fuel — Company Vehicle,Transport,-9691.15,Debit,Company vehicle fuel top-up
TXN1005,2026-12-23,Fuel — Company Vehicle,Transport,-8869.4,Debit,Company vehicle fuel top-up
TXN1015,2026-12-23,Abans PLC — IT Equipment Maintenance,Equipment Maintenance,-52859.42,Debit,Vendor invoice payment
TXN0962,2026-12-24,Grab / PickMe — Staff Transport,Transport,-4357.14,Debit,Petty cash expense
TXN0989,2026-12-24,Sampath Bank — Monthly Account Maintenance,Bank Charges,-591.56,Debit,Monthly bank service charge
TXN0991,2026-12-24,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-12072.65,Debit,Petty cash fund replenishment
TXN0999,2026-12-24,Overpayment Refund — SLT,Refunds,6541.74,Credit,Miscellaneous income
TXN0929,2026-12-25,Staff Salaries — 12 Employees,Salaries,-1041963.61,Debit,Monthly payroll run
TXN0937,2026-12-25,Photocopy & Binding — Reports,Office Supplies,-2427.69,Debit,Petty cash expense
TXN0977,2026-12-25,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-118837.74,Debit,Contract work — Shanuki Rathnayake
TXN0978,2026-12-25,Freelancer Payment — Kasun Perera,Freelancer Fees,-89679.83,Debit,Contract work — Kasun Perera
TXN1014,2026-12-25,Dialog — Mobile Bills (Staff),Telephone,-17238.1,Debit,Vendor invoice payment
TXN0958,2026-12-26,Parking Fee — Colombo Office,Transport,-450.54,Debit,Petty cash expense
TXN0983,2026-12-26,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-85508.19,Debit,Contract work — Tharushi Jayasinghe
TXN1001,2026-12-26,Fuel — Company Vehicle,Transport,-4435.84,Debit,Company vehicle fuel top-up
TXN0924,2026-12-27,Invoice Payment — Access Engineering,Sales Revenue,714603.6,Credit,Project milestone payment from Access Engineering
TXN0973,2026-12-27,Staff Overtime Meal Allowance,Meals & Entertainment,-3169.43,Debit,Petty cash expense
TXN0975,2026-12-27,Staff Overtime Meal Allowance,Meals & Entertainment,-3446.77,Debit,Petty cash expense
TXN0998,2026-12-27,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-20974.91,Debit,Petty cash fund replenishment
TXN1012,2026-12-27,Dialog — Mobile Bills (Staff),Telephone,-9609.24,Debit,Vendor invoice payment
TXN0942,2026-12-28,Tea/Coffee & Office Refreshments,Petty Cash,-842.7,Debit,Petty cash expense
TXN0953,2026-12-28,Courier — Document Delivery,Logistics,-764.4,Debit,Petty cash expense
TXN0965,2026-12-28,Courier — Document Delivery,Logistics,-490.03,Debit,Petty cash expense
TXN0970,2026-12-28,Grab / PickMe — Staff Transport,Transport,-3366.62,Debit,Petty cash expense
TXN0944,2026-12-29,Grab / PickMe — Staff Transport,Transport,-2477.46,Debit,Petty cash expense
TXN0952,2026-12-29,Courier — Document Delivery,Logistics,-518.98,Debit,Petty cash expense
TXN0945,2026-12-30,Parking Fee — Colombo Office,Transport,-535.31,Debit,Petty cash expense
TXN0946,2026-12-30,Grab / PickMe — Staff Transport,Transport,-2749.9,Debit,Petty cash expense
TXN0950,2026-12-31,Printer Ink & Paper Restock,Office Supplies,-7766.31,Debit,Petty cash expense
TXN0974,2026-12-31,Staff Overtime Meal Allowance,Meals & Entertainment,-2358.77,Debit,Petty cash expense
